"Story","Title","Result","Date","Stability","Duration (s)"
"Sign up Function","Confirm user can close sign up dialog when clicking on the close button.","SUCCESS","2023-05-24T20:47:10.893+07:00[Asia/Bangkok]","0.0","3.92"
